name,release_date,price,positive,negative,app_id,min_owners,max_owners,hltb_single
Bitcoin Mining Tycoon,"Jul 4, 2018",1.99,0,4,884500,0,20000,
Bitcoin Trading Master: Simulator,"May 31, 2018",4.99,137,81,848310,20000,50000,
The Metronomicon: Slay The Dance Floor,"Sep 29, 2016",19.99,307,51,416790,20000,50000,5.0
FreeHolder,"Jul 5, 2016",9.99,73,18,463800,0,20000,1.0
Basketball Pro Management 2015,"Nov 19, 2014",9.99,23,39,310880,0,20000,
Jet Racing Extreme: The First Encounter,"May 17, 2018",3.99,826,390,385270,200000,500000,
Gravity in Space,"Jan 27, 2021",13.99,3,0,1464630,0,20000,
Protoplasm-Mutiny,"Jun 4, 2021",0.99,1,0,1576220,0,20000,
Arctic Anxiety,"Jul 2, 2020",2.99,161,87,1276470,20000,50000,
Escape Legacy: Ancient Scrolls,"Oct 15, 2018",8.99,45,15,940300,0,20000,
Calturin,"Aug 24, 2021",3.99,26,0,1515470,20000,50000,
STRAIGHT ON 8,"Sep 30, 2020",1.99,2,6,1262470,0,20000,
Zombie frenzy,"Oct 30, 2021",1.99,0,4,1791880,0,20000,
Drizzlepath: Deja Vu,"May 25, 2018",2.59,115,30,860650,0,20000,1.0
Ceggtcher VR,"Sep 27, 2016",0.49,0,7,524610,0,20000,
Flipper Volcano,"Sep 15, 2020",2.99,11,2,1413350,0,20000,
Thief of Thieves,"Jul 16, 2018",19.99,107,33,635390,20000,50000,5.0
The Dark Pictures Anthology: Man of Medan,"Aug 29, 2019",29.99,6002,2140,939850,500000,1000000,4.0
扫雷冒险谭2 ~露露姆的冒险~,"Mar 19, 2021",9.99,58,7,1549240,0,20000,2.0
Epsilon,"Oct 1, 2015",0.0,60,54,300760,50000,100000,
VR Monster Awakens,"Dec 22, 2016",12.99,21,6,566870,0,20000,
PANORAMICAL,"Sep 17, 2015",9.99,183,21,284260,0,20000,1.0
Bum Simulator,"Aug 26, 2021",17.99,1244,205,855740,50000,100000,7.0
Sponsor-A-Planet,"Oct 12, 2020",1.99,5,1,1404970,0,20000,
Tribloos 3,"Jul 16, 2018",5.99,14,1,520540,0,20000,
P.3,"Oct 1, 2019",3.99,4,2,1149220,0,20000,
Survival In Africa,"Jan 23, 2021",0.0,23,18,1502070,0,20000,
The Ritual on Weylyn Island,"Dec 4, 2015",11.99,46,22,381050,20000,50000,1.0
Ys IX -Monstrum NOX-,"Jan 19, 2022",38.49,119,12,1732330,0,20000,
Diamo XL,"Oct 13, 2017",0.99,418,27,715010,20000,50000,1.0
Fields XY,"Apr 7, 2017",3.99,34,7,552900,0,20000,
Walk of Shame,"Jun 28, 2021",0.99,3,2,1626410,0,20000,
Hidden Office,"Oct 21, 2021",4.99,19,1,1642940,0,20000,
Russian AYE Horror,"Apr 18, 2018",0.49,70,52,839260,0,20000,
Know by heart,"Feb 10, 2022",19.99,407,61,685670,0,20000,5.0
Grand Academy for Future Villains,"Sep 14, 2017",4.99,14,5,711240,0,20000,
Directly Drink Milk from Cow　【直に牛乳を飲め】,"Mar 30, 2022",7.49,9,3,1924440,0,20000,
Microcosm,"Jun 1, 2017",0.0,4,0,626570,0,20000,
Neptunia x SENRAN KAGURA: Ninja Wars,"May 11, 2022",49.99,449,99,1836860,0,20000,
Griddlers Victorian Picnic,"Oct 27, 2019",4.99,3,4,1148540,0,20000,
The Kind Camomille,"Jul 10, 2021",9.99,18,11,1335680,0,20000,1.0
The 18th Floor,"Jul 4, 2018",14.99,17,16,855320,100000,200000,
Cursed Treasure 2,"Jul 21, 2017",4.99,321,55,643960,100000,200000,7.0
Dandy & Randy DX,"Apr 29, 2022",4.54,7,1,1651030,0,20000,
Prismatica,"Jul 1, 2015",4.99,34,5,377500,0,20000,3.0
Stellar Tactics,"Sep 22, 2016",19.99,886,169,465490,50000,100000,
Mercenary Leto,"Aug 28, 2018",14.99,6,0,893710,0,20000,
Gravitaze: Two,"Jun 28, 2021",0.99,4,1,1629250,0,20000,
Heroes Of Hellas 4: Birth Of Legend,"Feb 14, 2018",5.99,31,2,792160,0,20000,
Let's Go! Skiing VR,"Sep 27, 2019",1.04,8,4,1150310,0,20000,
Subspace Continuum,"Jul 3, 2015",0.0,475,66,352700,50000,100000,
Legacy: the last pure heart,"Mar 7, 2022",9.99,2,1,1832010,0,20000,
Break Chance Memento,"Feb 12, 2016",14.99,27,4,432130,0,20000,19.0
Outlaws: Corwin's Treasure,"May 5, 2020",4.99,16,17,1291830,0,20000,6.0
Adventures Of Pipi 2 Save Hype,"May 24, 2018",0.49,23,7,860790,0,20000,
Witch Sacrifice,"Feb 13, 2022",2.99,2,0,1873410,0,20000,
COTTOn Boomerang - Saturn Tribute,"Feb 9, 2022",17.99,7,2,1708810,0,20000,
CounterBlocks,"Oct 20, 2020",4.99,1,0,1376140,20000,50000,
World Boxing Manager,"Dec 9, 2016",4.99,74,50,563750,0,20000,
Strings Theory,"Dec 14, 2021",14.99,36,0,1402030,0,20000,
Project Morpheus: Prologue,"Jan 14, 2021",0.0,347,75,1414430,20000,50000,3.0
Mystery Solitaire Grimm's tales 2,"Sep 24, 2019",4.99,4,0,1095860,0,20000,
Mythic Dungeons,"May 18, 2020",19.99,10,23,1291970,0,20000,
The Mysteries of Baroque,"Sep 20, 2018",4.99,16,3,944650,0,20000,
Chrono Ark,"Dec 19, 2019",19.99,3564,406,1188930,200000,500000,
Stellar Commanders,"Feb 20, 2020",8.99,53,24,1165400,0,20000,
Coloniam,"Jan 25, 2020",0.99,11,15,1209740,0,20000,
Aleesha's Tower,"Sep 3, 2019",2.99,15,6,1130590,0,20000,
Ages of Mages: The last keeper,"Feb 13, 2019",11.99,141,36,820610,0,20000,15.0
SudoKube,"May 23, 2022",1.99,26,1,1770230,0,20000,
Little Awesome Dudes,"Sep 5, 2019",6.99,4,8,1133230,0,20000,
Saving Grace,"Jan 2, 2021",4.99,25,2,1380400,1000000,2000000,
Crystal Project,"Mar 31, 2022",13.99,919,80,1637730,100000,200000,40.0
Furious Angels,"Feb 27, 2017",4.99,322,47,551450,20000,50000,1.0
Frogworld,"Aug 14, 2020",0.0,5,0,1379350,0,20000,
Wild West Rogue,"Sep 4, 2021",3.99,4,0,1728100,0,20000,
Poseidon - Project Dark Sky,"Jul 19, 2017",2.99,1,3,672770,0,20000,
HEAT REBORN,"May 8, 2021",0.0,144,93,1219590,50000,100000,
Bloody Streets,"Mar 12, 2015",4.99,96,24,336110,20000,50000,1.0
BACK and BACK to Hell,"Jan 17, 2022",1.99,8,0,1841900,0,20000,
Elements II: Hearts of Light,"Apr 1, 2016",0.0,80,56,448640,100000,200000,
Operation Chromite 1950 VR,"Feb 4, 2018",13.99,6,4,695490,0,20000,
Blacklist Brigade,"May 28, 2019",3.73,28,4,1061270,0,20000,
Stardrytch,"Nov 4, 2021",4.99,10,1,1622830,0,20000,
Soul Elegy,"Aug 25, 2021",18.99,156,73,1308500,0,20000,
Premium Bowling,"Oct 18, 2019",12.99,288,15,898580,0,20000,
RPGScenery,"Jan 27, 2022",6.99,10,4,1689510,0,20000,
Come Back: Chapter 1,"Jul 8, 2019",4.99,10,0,1102510,0,20000,1.0
Charades Movie One,"Dec 10, 2021",2.49,0,2,1832370,0,20000,
NaziShootout,"Mar 8, 2018",0.59,17,18,802850,0,20000,
Command: Modern Operations,"Nov 14, 2019",79.99,728,134,1076160,20000,50000,25.0
~Azur Ring~virgin and slave's phylacteries,"Jul 17, 2020",13.99,132,65,880220,0,20000,
The Dawning Clocks Of Time,"Sep 8, 2021",5.99,2,1,1730630,50000,100000,
Rubicon : a conspiracy of silence,"Oct 20, 2021",9.99,3,0,1531930,0,20000,1.0
Defense: Abominations,"Aug 23, 2018",2.99,34,11,904130,0,20000,
休闲游戏合集,"Dec 11, 2020",2.99,37,13,1457810,0,20000,
Overkill VR: Action Shooter FPS,"Mar 10, 2017",3.99,194,68,518720,20000,50000,
Ancient Frontier,"Sep 21, 2017",24.99,79,39,521790,0,20000,
The Sims™ 4,"Jun 18, 2020",19.99,52059,7448,1222670,1000000,2000000,
Maze,"Aug 30, 2019",9.99,2,2,1136770,0,20000,
Red Spider: Vengeance,"Nov 25, 2016",0.0,19,6,537130,0,20000,3.0
Gambol,"Mar 27, 2018",0.0,16,1,713310,0,20000,
Stronghold Crusader HD,"Oct 21, 2013",9.99,13225,350,40970,1000000,2000000,12.0
OzGrind Virtual Reality Showroom,"Jul 20, 2017",0.0,4,1,639960,0,20000,
好久不见 - Long Time No See,"Sep 14, 2020",4.99,168,57,1397350,50000,100000,
The Flying Dutchman,"Sep 12, 2014",4.99,9,50,321600,20000,50000,1.0
Shadows: Price For Our Sins,"Oct 26, 2021",5.99,15,5,1788940,0,20000,4.0
DUNGEON OF NAZARICK,"Nov 6, 2020",12.99,5,1,1453740,0,20000,
Sixtar Gate: STARTRAIL,"Nov 6, 2021",24.99,668,39,1802720,0,20000,
Conundrum,"Jul 29, 2021",1.09,1,2,1696930,0,20000,
Purgatory: War of the Damned,"Feb 11, 2015",14.99,6,14,284910,0,20000,
Molecule Make Lab,"May 13, 2022",0.99,16,2,1972830,0,20000,
Britannic,"Jan 17, 2020",2.99,75,19,1209910,0,20000,
Bridge It +,"Nov 18, 2013",6.99,90,46,248370,50000,100000,7.0
Arctico,"Feb 15, 2022",6.99,710,277,325210,20000,50000,
Avoid The Monsters,"Aug 15, 2017",0.0,20,8,687560,0,20000,1.0
Madcap Castle,"Dec 11, 2017",2.99,16,1,684230,0,20000,
City Sweeper - Clean it Fast!,"Jun 26, 2018",1.99,4,0,835690,0,20000,
Vector Assault,"Dec 10, 2015",4.99,5,5,425860,0,20000,
世界尽头的蔷薇花园,"Jun 19, 2019",0.99,38,5,1098680,0,20000,
Element Space,"Feb 14, 2019",12.49,154,109,887370,0,20000,
EXIST,"Mar 26, 2018",0.49,45,24,804130,0,20000,
Hyperdevotion Noire: Goddess Black Heart (Neptunia),"Apr 26, 2016",14.99,716,168,415480,100000,200000,24.0
Laser Party,"Dec 28, 2018",1.99,17,5,979390,0,20000,
Solitaire Beach Season,"Oct 10, 2016",4.99,50,24,528070,50000,100000,18.0
Star Horizon,"May 28, 2015",9.99,83,59,352960,20000,50000,3.0
Multia Space Program,"Sep 1, 2021",1.99,2,0,1698040,0,20000,
MetaHuman Inc.,"Dec 18, 2015",5.99,136,14,426330,0,20000,6.0
Vladimir 2021,"Feb 19, 2021",0.99,1,5,1447190,0,20000,
"Pop it, Please!","Jul 23, 2021",0.99,27,4,1684900,0,20000,
The Tau Ceti Terminus,"Aug 31, 2021",2.99,1,2,1633780,0,20000,
GLADIABOTS - AI Combat Arena,"May 22, 2019",14.99,720,69,871930,100000,200000,
Avoidon,"Dec 5, 2019",1.99,1,0,936580,0,20000,
Inner Voices,"May 10, 2017",0.99,35,33,559130,20000,50000,
Disc Golf Adventure 2 VR,"Mar 13, 2021",9.99,2,9,1490400,0,20000,
Geocells Tricells,"Aug 17, 2018",7.99,8,0,859960,0,20000,
Questinarium,"Apr 17, 2020",0.0,14,17,1226070,0,20000,
Boris and the Dark Survival,"Feb 10, 2020",2.99,2186,168,1236990,200000,500000,1.0
Hunt 'n Sneak,"Apr 9, 2019",6.99,3,2,689610,0,20000,
Wholesome Slaughter,"Jan 25, 2021",0.99,37,3,1488640,100000,200000,
Evolo.Mine,"Nov 22, 2018",0.99,2,3,979550,20000,50000,
Back To Life 3,"Dec 16, 2014",4.99,3,6,335570,0,20000,
RX squad,"Jul 30, 2016",1.99,18,9,494120,0,20000,
Minimal Maze,"Jul 17, 2020",0.99,22,2,1355980,0,20000,
Microsoft Allegiance,"Sep 29, 2017",0.0,112,34,700480,100000,200000,
ALASKA,"Feb 22, 2018",3.99,21,5,800490,0,20000,2.0
428: Shibuya Scramble,"Sep 4, 2018",49.99,1013,64,648580,50000,100000,27.0
DMLC!,"Jun 24, 2020",29.99,16,5,1265570,0,20000,
Relativity Wars - A Science Space RTS,"Apr 10, 2015",5.99,8,14,341640,20000,50000,
UnderMine,"Aug 6, 2020",19.99,6883,511,656350,200000,500000,19.0
CSI VR: Crime Scene Investigation,"Sep 5, 2018",4.99,1,6,893650,0,20000,
Halo: Spartan Strike,"Apr 16, 2015",2.99,954,221,324570,200000,500000,5.0
Tales of a Rabbit: The Story of Willie Hop,"Sep 17, 2021",0.99,1,1,1739680,0,20000,
Space Turbo 2,"May 24, 2022",24.99,84,31,1995470,0,20000,
Codename: Phantom,"Nov 22, 2017",4.99,8,2,703140,0,20000,14.0
The Dark: Survival RPG,"Sep 23, 2020",8.99,15,6,1416000,0,20000,
Kingdom of the Dragon,"Feb 1, 2018",5.99,27,9,695450,0,20000,
Namaste Virtual Yoga Retreat,"Jan 12, 2018",6.99,2,1,762130,0,20000,
YUME : Special Edition,"Mar 25, 2022",3.99,22,50,1864070,0,20000,
Allura: Curse of the Mermaid,"May 19, 2021",5.99,4,1,1626130,0,20000,
BloodLust Shadowhunter,"Sep 21, 2015",9.99,251,68,280600,0,20000,44.0
Laser Cup,"Feb 18, 2021",4.99,3,1,1496220,0,20000,
AVRACH RESURRECTION,"Jul 15, 2020",9.99,5,0,1336230,100000,200000,
IdleOn - The Idle MMO,"Apr 2, 2021",0.0,7243,858,1476970,500000,1000000,
Be My Girlfriends,"Apr 12, 2022",1.99,276,81,1631210,0,20000,
Virtual Pirate VR,"Jul 16, 2018",9.99,0,3,849870,0,20000,
Reverie,"Oct 3, 2017",0.0,32,6,708850,0,20000,6.0
10mg: SNAAAK,"Oct 19, 2020",1.99,14,0,1428840,0,20000,1.0
Syndrome,"Oct 6, 2016",19.99,178,102,409320,20000,50000,8.0
Sea Of Fatness: Save Humanity Together,"Oct 20, 2017",2.99,13,5,721740,0,20000,
Precipice,"May 1, 2019",7.99,230,51,951670,0,20000,
Ravensword: Shadowlands,"Dec 6, 2013",6.99,251,244,253410,100000,200000,6.0
Cosmophage,"May 6, 2021",0.99,4,0,1600700,0,20000,
Google Earth VR,"Nov 16, 2016",0.0,3126,138,348250,500000,1000000,
Mage Hunters,"Jan 7, 2021",2.99,12,1,1507640,0,20000,
Picture toys,"Nov 14, 2019",0.79,16,12,1181120,0,20000,
Potatoman Seeks the Troof,"Dec 3, 2014",1.35,557,196,328500,100000,200000,1.0
Quest: Escape Room 2,"Dec 15, 2020",2.99,22,3,1464910,0,20000,1.0
SPACE BANDITOS,"Jun 24, 2021",0.0,7,1,1643040,0,20000,
Majula Frontier: The Offense,"Dec 4, 2019",0.0,9,11,1182070,0,20000,32.0
Fight High,"Feb 20, 2020",4.99,5,1,1195430,0,20000,
Dodge Bubble,"Mar 28, 2019",0.99,33,12,1050230,0,20000,
The Sin,"May 20, 2021",4.99,110,12,1543460,50000,100000,3.0
Field of Glory II: Medieval,"Feb 4, 2021",29.99,268,34,1368870,0,20000,
Cyberpunk 2077,"Dec 9, 2020",59.99,391643,129925,1091500,10000000,20000000,20.0
G-Darius HD,"Mar 30, 2022",29.99,53,2,1640160,0,20000,
Our Darkest Night,"Dec 15, 2016",0.99,1,2,547920,0,20000,
Big Bash Boom,"Dec 20, 2018",39.99,7,3,979720,0,20000,
Vacation Paradise: California Collector's Edition,"Mar 9, 2022",9.99,2,0,1918470,0,20000,
An Adventurer's Tale,"May 23, 2019",11.99,16,18,942580,0,20000,
Potentia,"Feb 11, 2021",19.99,241,113,606980,0,20000,2.0
Cloudlands 2,"Jan 17, 2020",19.99,10,7,1206960,0,20000,
SailSim,"Jun 8, 2022",2.99,2,3,2004650,0,20000,
Witch Sword,"Jan 8, 2018",2.99,25,12,776600,0,20000,
RefleX,"Mar 27, 2014",7.99,183,24,281860,50000,100000,1.0
Moves,"Dec 19, 2019",0.99,32,3,1202420,0,20000,1.0
Open Space 2D,"Jul 6, 2018",0.99,0,1,889060,0,20000,
RXE,"Jul 21, 2017",5.99,1,3,654940,0,20000,
Fantasy Tavern Sextet -Vol.2 Adventurer's Days-,"Feb 18, 2021",12.99,141,20,1461770,0,20000,
门里,"Dec 17, 2021",4.99,88,6,1246880,0,20000,
PonGlow,"Jun 10, 2019",0.99,11,1,1091910,0,20000,
Leenie Boog,"Dec 2, 2021",4.99,82,16,1572420,0,20000,
My Brother Rabbit,"Sep 21, 2018",14.99,1282,44,855640,50000,100000,3.0
MUSEUM VOLUME I,"Nov 5, 2018",0.99,6,5,938740,0,20000,
Mystical,"Jul 31, 2015",0.0,11,7,387270,0,20000,
Microcosmum: survival of cells,"Jul 24, 2015",7.99,1074,198,386260,100000,200000,6.0
Zombie Dinos from Planet Zeltoid,"Oct 1, 2021",6.99,5,0,1749720,0,20000,
Blackjack Hands,"May 13, 2020",0.99,16,4,1292250,0,20000,
BULLET SOUL INFINITE BURST / バレットソウル - インフィニットバースト -,"Jul 31, 2017",14.99,42,15,545060,0,20000,
AI Anomaly,"Jan 31, 2018",1.99,4,0,780570,0,20000,4.0
Magical Swordmaiden,"Dec 18, 2020",19.99,86,26,1271740,0,20000,
Kaboom Monsters,"Jul 7, 2016",0.53,65,53,461490,20000,50000,
Battle Axe,"Apr 29, 2021",29.99,24,26,1167300,0,20000,1.0
Nova Blitz,"Jul 11, 2017",0.0,118,43,388370,20000,50000,
Eastwood VR,"May 15, 2017",3.99,6,10,612250,20000,50000,
SHINORUBI,"Jan 19, 2022",24.99,8,3,1665900,200000,500000,
Astrokicker,"Jan 29, 2021",4.99,3,0,1517770,0,20000,
Impossible Quest,"Jun 3, 2016",1.99,211,81,485860,20000,50000,1.0
Orch Star,"Aug 15, 2018",14.99,26,6,727100,0,20000,
The Artifacts,"May 1, 2019",2.99,1,0,1051940,0,20000,
Ruine,"May 16, 2019",4.99,15,0,1071660,0,20000,5.0
Tiny Troopers 2,"May 31, 2017",5.99,41,8,590370,20000,50000,5.0
幻想三国志4,"Jan 8, 2022",5.99,21,15,1457650,0,20000,
The 11th Hour,"Oct 18, 2013",5.99,83,113,255940,50000,100000,9.0
US and THEM,"Mar 18, 2014",2.99,32,59,281350,20000,50000,
Weebish Mines,"Apr 20, 2017",2.99,14,1,612140,0,20000,
Skyworld: Kingdom Brawl,"Apr 2, 2019",2.49,42,11,977690,0,20000,
All Guns On Deck,"Aug 28, 2015",12.99,167,305,315330,20000,50000,
Relaxicon,"Mar 19, 2018",7.99,16,1,815010,0,20000,
Endurance - space action,"Aug 30, 2020",7.99,3,2,1378390,20000,50000,
Tulpa,"Jan 29, 2015",2.99,126,110,331340,50000,100000,1.0
The Tension,"Nov 30, 2018",2.99,3,0,766150,0,20000,
Detroit: Become Human,"Jun 18, 2020",39.99,51168,4033,1222140,1000000,2000000,12.0
Of Mice and Moggies,"Feb 23, 2021",4.99,28,0,1409180,0,20000,
Stardom 3,"Mar 30, 2022",12.99,786,58,1611410,20000,50000,
Slick Racing Game,"Jun 18, 2021",12.99,28,14,1571950,0,20000,
Digitizer,"Apr 7, 2022",18.99,4,1,1262760,0,20000,
Pulsen,"Jul 27, 2015",14.99,47,12,340960,0,20000,
FALL,"Dec 17, 2015",5.99,7,2,418050,0,20000,16.0
Project SNAQE,"Feb 4, 2022",1.99,9,1,1725880,0,20000,
A Memoir Blue,"Mar 24, 2022",7.99,118,15,1497450,0,20000,1.0
NENA,"Oct 4, 2020",4.99,22,2,1404980,0,20000,
The last earth man,"Sep 17, 2021",4.99,5,0,1349890,0,20000,
Ancient Future,"Jan 26, 2018",4.99,6,1,705780,0,20000,
The Jackbox Party Pack 2,"Oct 13, 2015",24.99,1631,70,397460,200000,500000,
Cold Heart,"Feb 8, 2021",1.99,18,1,1509750,0,20000,
Azure Saga: Pathfinder,"Mar 13, 2018",12.99,65,19,672590,0,20000,19.0
Dungeon of Eyden,"Mar 12, 2021",6.99,2,1,1131060,0,20000,
Dextram,"Nov 8, 2021",5.99,14,0,1066470,0,20000,
interLOGIC,"Feb 7, 2017",1.99,35,10,563150,50000,100000,1.0
Piko Piko,"Apr 27, 2022",14.99,81,27,1079200,0,20000,
Hermes: Rescue Mission,"Nov 20, 2019",6.99,19,0,1195340,0,20000,
Forsaken Portals,"Dec 1, 2021",18.99,13,3,1338220,0,20000,
Gangsta Sniper 2: Revenge,"Feb 3, 2019",0.5,16,19,998480,0,20000,
Silent Depth 3D Submarine Simulation,"Aug 20, 2018",9.99,27,23,846050,0,20000,
VANILLA - GARDEN OF JUDGEMENT,"Oct 19, 2018",14.99,27,1,917690,0,20000,
Warlike,"Jun 10, 2021",3.99,21,6,1599150,20000,50000,
TrackMania² Canyon,"Feb 27, 2013",19.99,1389,321,228760,100000,200000,12.0
Vagrant Hearts Zero,"Apr 28, 2017",0.49,9,10,615680,20000,50000,
Cards of Cthulhu,"Oct 11, 2016",0.49,129,59,536040,20000,50000,
Midnight Scenes: The Nanny,"Oct 27, 2021",3.59,88,2,1771070,0,20000,1.0
Sanae Toumaden X,"Feb 26, 2021",13.99,20,4,1337710,0,20000,
Nobody Saves the World,"Jan 18, 2022",18.74,2531,225,1432050,200000,500000,14.0
Panzer Girls,"Jun 4, 2022",0.99,1,1,1844150,0,20000,
Phantast,"Dec 28, 2020",0.49,0,2,1496120,0,20000,
Tomb Exploration VR,"Mar 8, 2018",7.99,5,4,798200,0,20000,
ELASH,"Dec 21, 2018",1.99,2,1,975690,0,20000,
Strife®,"May 22, 2015",0.0,3644,1170,339280,1000000,2000000,
Kingdom Karnage,"Aug 1, 2020",0.0,20,9,1305000,0,20000,
100 hidden cups,"Sep 15, 2021",0.99,55,67,1740240,0,20000,1.0
Jujubos Puzzle,"Sep 16, 2021",2.99,10,0,1744400,0,20000,
Crisis in the Kremlin,"Mar 20, 2017",4.99,1033,195,599750,200000,500000,4.0
Attack of the Gigant Zombie vs Unity chan,"Jul 20, 2018",1.35,23,3,807070,0,20000,
Virulent Addiction,"May 2, 2020",0.0,3,1,1146330,0,20000,
Galaxicus,"Jun 28, 2019",29.99,2,1,1019820,0,20000,
Impossible Runner,"Feb 13, 2018",0.0,150,85,790790,50000,100000,3.0
Be Coronavirus,"Apr 21, 2020",3.99,1,0,1275320,0,20000,
Fabulous - Angela's Wedding Disaster,"Apr 30, 2018",12.99,42,7,802490,0,20000,8.0
Airport Simulator 2019,"May 31, 2018",5.99,38,96,678890,0,20000,
Steel Assault,"Sep 28, 2021",14.99,185,42,1280300,0,20000,1.0
Brain Break,"Nov 18, 2020",3.99,110,28,1459360,0,20000,
Super No Crying in Baseball,"Jul 22, 2020",5.99,4,0,1266380,0,20000,
Vacuum Pilot,"Oct 19, 2021",4.99,18,0,1677570,0,20000,
Succubus With Guns,"Oct 8, 2021",14.99,35,30,1680340,0,20000,
Gravity Spin,"Oct 11, 2018",6.99,0,3,953760,0,20000,
Isolated,"May 1, 2018",5.99,1,0,805950,0,20000,1.0
Craft Elements,"Dec 19, 2019",2.99,0,1,1177950,0,20000,
NeuraGun,"Jan 21, 2022",5.99,27,3,1842480,0,20000,
Tetra Cube,"Mar 20, 2021",6.99,45,6,1520680,0,20000,
Bubble Shooter FX,"Sep 9, 2021",1.19,9,3,1661240,0,20000,
FORM,"Jun 1, 2017",14.99,856,81,408520,20000,50000,1.0
Nucleares,"Nov 10, 2020",9.99,5,2,1428420,0,20000,
Stuck In Time,"Dec 9, 2021",7.99,454,82,1814010,20000,50000,
Bang! Howdy,"Aug 5, 2017",0.0,77,24,675810,20000,50000,
Neko Doll,"Feb 4, 2022",1.99,51,12,1855500,0,20000,
Crash Force®,"Jul 14, 2017",0.0,93,31,535690,0,20000,
Death Runner,"May 15, 2018",0.99,4,2,665550,0,20000,
Weather Lord: Legendary Hero Collector's Edition,"Aug 4, 2016",1.49,12,2,500220,0,20000,
Matching Cats,"Oct 11, 2021",1.39,22,1,1755570,0,20000,
Tower Defender: Hero Wars,"Jul 8, 2022",12.99,2,1,2054150,0,20000,
CLEARWORLD,"May 19, 2021",4.99,16,7,1494860,0,20000,
MHRD,"Jan 5, 2017",9.99,316,37,576030,20000,50000,4.0
"Rock, the Tree Hugger","Jul 30, 2015",4.99,3,9,391410,20000,50000,
Meet me at NooN,"Jun 20, 2022",9.99,50,0,1880490,0,20000,
Zzzz-Zzzz-Zzzz,"Jun 5, 2017",3.99,177,47,507520,100000,200000,4.0
FIGHT BOTS,"Nov 24, 2021",2.99,4,0,1664100,0,20000,
Galact Quest,"May 10, 2017",8.99,8,4,629810,0,20000,
Alphadia Genesis 2,"Jun 3, 2021",14.99,1,1,1571000,0,20000,24.0
Detective Case and Clown Bot in: The Express Killer,"Jul 19, 2018",6.99,25,3,711920,0,20000,3.0
"Max, an Autistic Journey","Aug 19, 2016",4.99,78,17,511630,50000,100000,4.0
FAIRY TAIL,"Jul 29, 2020",59.99,996,413,1233260,50000,100000,22.0
Misery Street,"Aug 6, 2021",5.99,3,0,1470720,0,20000,
Rakuten,"Dec 2, 2021",9.99,2,0,1780570,0,20000,
Hidden Lands,"Oct 6, 2021",0.99,0,9,1765810,0,20000,6.0
GO,"Feb 17, 2022",0.49,0,2,1874220,0,20000,
Izeriya,"Apr 28, 2016",0.99,6,7,463830,0,20000,
Conarium,"Jun 6, 2017",19.99,1446,375,313780,50000,100000,4.0
Climb,"Jun 20, 2018",0.0,289,95,876900,100000,200000,1.0
Negligee: Love Stories (all ages),"Feb 8, 2019",14.99,26,34,1002100,0,20000,
Water Heroes: A Game for Change,"Mar 1, 2017",4.99,4,1,530010,0,20000,
Empire of Sin,"Dec 1, 2020",39.99,2464,2647,604540,200000,500000,7.0
Rusty Lake Hotel,"Jan 29, 2016",1.99,5622,260,435120,200000,500000,2.0
One more game,"Jun 17, 2021",1.99,9,4,1650890,0,20000,
Fast Action Hero,"Oct 3, 2016",11.99,86,13,534000,0,20000,
Danger Course VR,"Nov 11, 2019",11.99,0,1,1166100,0,20000,
Premium Pool Arena,"Apr 14, 2017",9.99,57,58,616240,20000,50000,
Glyphs Apprentice,"Mar 16, 2017",0.99,10,4,592120,0,20000,
Tank Battle: East Front,"Mar 31, 2017",9.99,18,6,613120,0,20000,
NYKRA,"Sep 27, 2021",19.99,51,32,867660,0,20000,3.0
Chico's Family-Friendly Circus,"Mar 26, 2022",0.99,2,6,1930380,20000,50000,
Snakepit Larry,"Jan 1, 2022",3.99,4,0,1845030,0,20000,
Immortal Mantis,"Apr 22, 2022",1.99,57,2,1878570,0,20000,
Star Phoenix,"Nov 24, 2016",9.99,9,16,556770,0,20000,
Kuguru,"Apr 15, 2021",5.99,2,0,1505960,0,20000,
Disney Infinity 2.0: Gold Edition,"Dec 9, 2016",29.99,233,26,541660,0,20000,24.0
Minigolf VR,"Mar 30, 2016",0.99,12,12,406410,0,20000,
SuperNatural Duels,"Aug 20, 2020",1.99,5,12,1385740,0,20000,
Trip Troupe,"Nov 5, 2018",0.0,7,6,940290,0,20000,
ZPlague,"Jul 23, 2022",6.99,4,1,1870280,0,20000,
Templar Battleforce,"Sep 21, 2015",9.99,818,52,370020,100000,200000,31.0
Burning Brick Breaker,"Sep 13, 2021",0.99,1,0,1703010,0,20000,
Rivalry,"Jan 22, 2016",2.99,241,17,431770,0,20000,
Sophica - Temples Of Mystery,"Feb 4, 2019",2.99,7,4,1017600,0,20000,
Maid PizzaHub,"May 20, 2022",0.79,34,4,1986240,0,20000,
Impossible Simplified Cube,"Aug 27, 2021",0.99,1,0,1715500,0,20000,
Nightmare House,"Jun 20, 2022",2.99,23,1,1933890,0,20000,
Castle Woodwarf,"Oct 3, 2019",0.0,123,22,1123300,20000,50000,1.0
Demian: The Ritual,"Dec 17, 2020",0.99,21,6,1485280,0,20000,
Futuclass Chemistry VR,"Jan 23, 2021",0.0,2,2,1485370,0,20000,
Circles of hell,"Apr 14, 2018",9.99,7,7,831740,0,20000,
Radioactive,"Mar 22, 2019",8.99,1,0,1019370,0,20000,1.0
